review,label
"b""i'm giving this stinker . \nnormally , the worst that i would ever rate a movie would be . \nbut the total waste of time that is blazing saddles is , compounded by the fact that this movie is incredibly offensive , helped me come to the big goose egg . \ni'm not sure what the hell mel brooks was thinking when he made this thing , or if he was even thinking at all . \nmaybe in mel's little mind a horse being knocked unconscious because of a punch to the face is funny . \nin mine , it's not . \nor maybe mel graduated from the spike lee school of filmmaking . \nbecause only the self-righteous lee uses the n-word more often in his films than brooks did in this one . \nat least lee has the smarts to realize that nobody is going to find that term amusing . \nbrooks bandies it about like he figures the audience will be rolling in the aisles every time they hear it . \nwrong mel ! \ni would call you a boob mel , but that insults breasts everywhere . \nthis idiotic attempt at a comedy centers on the evil lieutenant governor's ( harvey korman ) attempts to clear out a town so he can buy up the land cheap and sell it to the railroad . \nhe sends his goons to run the townsfolk out . \nbut the town appeals to the governor ( mel brooks in one of many uninspired , and unfunny roles ) to send them a new sheriff to protect them . \nthe governor pawns the task off to korman's character hedley lamarr . \n ( i can tell you are rolling off your chairs right now just thinking of all the humor in that name . ) \nlamarr decides to send the town a black sheriff ( gasp ) in the hopes that the town will be so disgusted at the prospect of a black man living among them that they will all just leave . \nhold on , i've got to stop while these gales of laughter pass . \nit's just too funny . \nracism passing as humor -- gosh why didn't anybody ever think of that one before ? \noh wait , i think somebody might have -- they are called the kkk . \ni'm not calling brooks a racist -- but i am calling him an insensitive bastard who wouldn't know what was funny if it hit him over the head . \nbut i digress . \nanyway , the black sheriff rides into town amid a flurry of townsfolk using the n-word . \ngolly , will the hilarity just never end ? \nhe ends up joining forces with a drunk ( gene wilder ) , who happens to be the former fastest gun in the west . \ntogether , they save the day from evil . \nnot one person in this movie gives a decent performance . \nwilder looks like he is recovering from a head injury for most of the movie , and korman looks embarrassed to be a part of the movie . \nok , he really didn't -- but he should have . \nthe films star cleavon little goes along with the black jokes as if they were discussing the time of day . \ni did not laugh once during this whole sorry experience . \ni admit to starting to snicker on a couple of occasions . \nactually , the end started to look as if it was going to have some promise , but alas , it ended up being as crappy as the rest of the movie . \ni can say with full confidence that blazing saddles has no redeeming qualities whatsoever . \nmel brooks would be doing the world a favor if he burned every last copy of this film . \n""",0
"b'i have no real tangible proof of this , but i swear that there are a lot of producers in hollywood who adamantly believe that if you take a bad script , written by a bad writer and give the project it to an equally bad director , then it is actually possible to make a good movie . \nusing their logic , all that really needs be done to change the bad movie into a good movie is cast a bunch of super-famous actors and provide an almost unlimited production budget . \nthis is the only way i can fathom how 20th century fox hired jon amiel in order to direct this eighty million dollar waste of my time ( not counting the time it took me to get to and from the theatre ) . \nnow , before i continue to ferociously attack what\'s wrong with this film , i just want to point out that one of the reasons it fails so miserably is because it does have the potential to be an exciting thriller . \ncatherine zeta-jones plays virginia baker , an insurance investigator tracking down an infamous art thief named robert macdougal ( sean connery ) . \nif you\'ve ever seen any hollywood blockbuster before , i really don\'t have to spend too much time on frivolous plot details : the two team up for various jobs , stealing various things for various purposes . \nthe problem we come to is that we\'ve all seen this a few billion times before and this film doesn\'t break any new ground in the big-budget/hollywood/action genre . \nthe result is that the entire production feels contrived . \ni\'m going to be completely honest here : pretty much the only thing keeping me awake throughout the run-time was looking at catherine zeta-jones . \nnow while this may be a compliment for ms . zeta-jones , it certainly isn\'t for either the writers or the director , who are not nearly as clever as they think they are . \njust about the most profound thought they can inject into this film is when they have macdougal lecture baker on the semantic difference between "" entrapment "" and "" blackmail "" . \nwith an eighty million dollar budget , you\'d think that entrapment would at least feature edge-of-your seat action scenes or breathtaking special f/x . \nwell , you\'d be wrong . \nthe action that is present in this film takes place in a huge skyscraper and is relatively unspectacular . \nunfortunately for all those involved with entrapment , die hard narrowly beat it to the screen by ? 11 years . \nthe reality is that after 15 minutes of watching this picture , you know exactly what\'s going to happen , despite rather pathetic attempts in the screenplay to throw in plot twists . \nmany scenes seem to exist merely as a reason to outfit zeta-jones in extremely tight-fitting clothing . \none particular scene features baker crawling around trying to avoid laser-beams while she tries to steal an ancient chinese mask . \nnothing wrong with that , but she entered the room from the floor and knew exactly where the mask was - so why didn\'t she and macdougal tunnel in directly under the mask instead of the other side of the room ? \ni\'ll tell you why : because it\'s a great excuse to photograph zeta-jones\' posterior as it slides underneath those beams ( and it also allows a second scene of the exact same thing - the rehearsal ) . \nving rhames also makes an appearance in this movie , and though he has great screen presence ( although so do connery and zeta-jones ) and the most interesting character in the film , not even he can rescue this film from the depths of the boring film abyss ( a concept i invented just to describe this picture ) . \none last complaint : entrapment is littered of instances where macdougal will just slip into a shadow or behind a building , or he becomes obstructed by a moving vehicle and then in the next shot , he\'ll spontaneously disappear in ninja-like fashion . \ni can picture amiel patting himself on the back , thinking to himself "" it\'ll leave the audience wondering for days : how did he do that ? "" \nwe know jon , it\'s called editing . \n'",0
"b'the best thing about , "" lake placid "" is that it\'s only 80 minutes long and when it\'s over you\'re glad that you didn\'t waste more than an hour and a half of your time . \nit\'s nothing more than a bad rip-off of , "" jaws "" ( and i think that\'s being kind . ) \nit was written by david e . kelly ( "" ally mcbeal "" ) as a horror-comedy but fails at both , miserably . \ni was never scared and i think that i only laughed once . \nthe crocodile even fails in comparison to the snake in , "" anaconda . "" \nthe plot begins when a man is eaten in half by the giant crocodile in black lake in maine . \nthat brings the local sheriff ( brendan gleeson ) and a fish-and-game warden ( bill pulman ) to investigate . \nalso , a paleontologist ( bridget fonda ) from new york is sent to look at a tooth and an eccentric millionaire/crocodile lover ( oliver platt ) flies in because he wants to swim beside the beast . \nsoon there is tension between everybody because half the people want to kill the croc and the other half want to save it . \nthere\'s also an eccentric old lady ( betty white ) who lives by the lake and has a few secrets . \nas i mentioned before kelley and director steve minor ( h20 ) don\'t go for a serious approach towards the material but they also don\'t have anything sly or satirical or witty to say either . \nthe betty white character is completely unfunny and none of the other characters are really that interesting , they\'re all basically idiots . \nif they had any brains the croc wouldn\'t have been that much of a challenge to catch and they wouldn\'t have put themselves in half of the situations that they did . \nbut then again , if they were smart there wouldn\'t be a movie . \nbasically , "" lake placid "" is best undiscovered . \n'",0
"b""the stereotypical american male has an undeniable fetishistic love of sports cars . \nproducer jerry bruckheimer plays upon that attraction with a movie so loaded with testosterone and laced titillatingly with shot after frenetic shot of powerful muscle cars , sleek foreign road huggers and iconic speed machines that many males will leave the theater in an orgasmic haze . \ngone is 60 seconds is an orgy of maleness gone horribly awry . \ncage is legendary retired car thief , memphis raines ( don't you love cute movie names ) , who must call upon his time worn skills to save his thick-headed brother ( ribisi ) from being killed . \nseems a murderous crime boss ( eccleston ) with a fetish for wood ( insert your own joke ) hired brother kip to steal a ridiculous amount of expensive , exotic autos . \nfifty cars , to be exact . \npoor kip screws the pooch and bungles the job badly . \nif the cars aren't delivered in three days , bossman has a casket carved out just for kip . \nliterally . \nif only someone could save him . \nhmmmm . . wonder \nwhat memphis is doing ? \nin order to give the film some emotional heft , there are several subplots designed to tug at our heartstrings or give us the thrill of . . . yawn , excuse me , dramatic tension . \nshadowing memphis is an old law enforcement foe ( lindo ) who's looking to send memphis away . \nwill he catch him ? \nthere's old flame sway ( jolie ) , who had her heart broken by memphis years ago . \nwill they get back together ? \nshortsighted , thrill seeker kip idolizes his brother , yet resents him for moving away from the family . \nwill they reconnect ? \nraines old mentor ( duvall ) has long since left the life of crime . \nwill memphis get him finally caught as he pulls him back into the life , one more time ? \ncan you answer all these questions correctly in 2 seconds without seeing the film first ? \ni'll bet you can . \nfollowing the opening credits , which fill you in on the accomplishments of the raines family through a montage of old photos , we was taken full throttle into the splendor that is memphis . \nhe's first shown living the good life teaching young children to drive go-carts . \nin a later scene , as misfit brother kip knowingly tells memphis he has the stolen car situation under control , all the while making breakfast , a metaphor is made of shakespearean proportions . \njust as a pan of grease flares up with kip clueless to how to quell it , big brother memphis calmly and efficiently throws some salt on it . \nlooks like everything might turn out alright after all . \nyou know this because the music swells on the crest of violins . \nthat's about as strong as the characterization gets , which is a shame . \nbruckheimer has a real talent for loading his movies with an obscene amount of talent given the task at hand . \nmonumentally underused jolie portrays an empty headed sexpot whose idea of sex revolves around cars and memphis . \nor maybe it's just the cars . \nduvall trots out his ornery , but sweet old codger outfit . \ni'm sure he's still laughing at taking a paycheck for this one . \nlindo projects a warm hearted , but tightly focused detective that almost transcends the material . \nthe biggest waste of resources is vinnie jones , who plays a mute accomplice of memphis . \nwithout saying a word , he is easily the most charismatic person in the movie . \nlike a blast of nitrous oxide , he attacks each scene with a straightforward zeal . \ntoo bad his minutes onscreen are so few . \nsomehow , bruckheimer manages to attract top hollywood acting talent to high concept , poorly written movies , gussies up the film with lots of gold hues and pleasingly stylized action and they sell like proverbial hotcakes . \nevery time something clever happens it's counterbalanced by something so overtly wrong that it jerks you back into realizing you're watching a movie . \nthere's a innovative usage of black lighting that goes from being a novelty to a part of the plot . \nit's counterbalanced by an extremely feeble attempt at humor by having an asian american repeatedly failing a driver's test . \nimagine the yuks . \nthere's a segment where one of the thieves shows another his cool fake fingerprint trick . \nit's countered by the lame semi-subplot of a car being stolen with a bunch of heroin in the trunk . \nthe ramifications are never explored . \nthen there's the ridiculousness of the many cops who actually shoot at fleeing cars . \nnot only is it stupid , but it's against the law . \nthis is a movie made of pretty , but tepid car chases strung together by just enough character interaction to move the plot along . \ngone in 60 seconds aptly describes how long it'll take for this marginally entertaining , but empty film to leave your memory . \n""",0
"b'everything about this ninth trek movie seems on the cheap , from the roger corman-grade special effects to its highly derivative and ugly ad campaign ( the poster is nearly identical to that of star trek vi : the undiscovered country ) . \nbut piller\'s not-quite-half-baked screenplay should ultimately claim responsibility for insurrection\'s failure . \ni\'m about to give the same advice to rick berman and co . \nas i\'ve given to the financiers of james bond movies : it\'s time to breathe life into this workhorse by hiring solid genre writers and a real director . \n ( while we\'re at it , put that visor back on laforge ! ) \nfor three hundred years , the ba\'ku species ( who look just like humans ) have lived on a ringed-planet that might as well be called the fountain of youth . \nsix hundred of them occupy the briar patch , the area affected by metaphasic radition , a positive energy that reverses the aging process in the elderly . \nbut evil ru\'afo ( this is probably abraham\'s last stop before performing "" amadeus "" at a dinner theatre near you ) , leader of the son\'a ( who look just like burn victims after reconstructive surgery ) , wants to relocate the ba\'ku and movie his people onto the briar patch in their place , in order to replenish his dying breed . \nthe federation is all for this , but picard feels this is a direct violation of the prime directive : to not interfere with the development of an alien race . \n ( never mind that the ba\'ku didn\'t exactly evolve-they went wandering in the universe one day and stumbled upon the magic world . ) \nevery time frakes gives an interview lately , he seems to top whatever ludicrous statement he last gave regarding this installment . \nhe has called it a comedy , a thinking man\'s picture , a throwback to the old series , and , most grievously , he has likened it to a john ford western . \n ( i presume that\'s some john ford he went to school with , not the director of the searchers . ) \nhe has also gone on record as saying paramount recut the film from his version . \nthat\'s no excuse-someone generated this footage . \nmuddy cinematography and sitcom sets are the least of its problems ; star trek : insurrection appears to have been beamed in from the planet plotholia . \nconsider such curiosities . . . \npicard\'s love interest , anij ( donna murphy ) , can slow things down by staring at them ( such as a waterfall or falling rocks ) -her scientific explanation for this ? \n "" don\'t ask . "" \nworf gets a pimple ( he\'s re-experiencing klingon puberty thanks to the time-defying atmosphere ) , laforge regains his eyesight ( trust me , levar burton\'s real eyes are scarier than those electronic lenses he wore in first contact ) and troi brags about her firm boobs , but picard remains as bald as an android\'s butt . \nmost suspiciously , what exactly is the problem with letting this endangered race have a little fun in the sun ? \nthe filmmakers cloud the issue with some nonsense about a family feud of sorts , and they also turn ru\'afo into a completely power-mad superfreak , just so the characters will have something to do in the climax . \n ( and if you\'ve seen return of the jedi , you\'ve seen the ending of this movie . ) \ndidn\'t picard himself previously disobey the prime directive when he prevented the borg from assimilating millions ? \nfrakes lucked out with first contact , and repeat viewings of that film reveal the seeds of what went wrong in his direction of insurrection : he has no sense of comic timing , and he mines for acting chemistry where none exists . \n ( take a look at the painful "" troi gets drunk "" scene in fc and you\'ll get the general idea of insurrection\'s unsuccessfully jokey and hollow tone . ) \neven the worst shatner and co . \ntreks , like the final frontier , maintained a watchability thanks to the effortless , charming comaraderie between kirk , spock , and bones . \nneither first contact nor insurrection has any idea what to do with crusher ( gates mcfadden , whom i must say maintains a fabulous physique ) , troi , or laforge . \nand all three next generation films spend too much time on data , who is the franchise\'s answer to urkel . \nneed a cheap laugh ? \nhave data say something sexual , or start singing , or lift up a four hundred pound boulder as if it\'s the hunk of styrofoam it really is . \nhere\'s my proposed title for number 10 : data star data trek : data data data data data . \nin this movie , data will become preoccupied with learning to blow his nose , while crusher and troi watch silently from 500 yards away and laforge points his sinister gaze at the android in doubly robotic observation . \nstar trek : insurrection had one nice , eerie , silent moment that hints at a better , darker film . \ni\'m not saying all of them should be star trek ii : the wrath of khan , but this one boldly went where no movie should go again . \n'",0
"b'as you should know , this summer has been less than memorable . \nwith a total of 4 decent films , it\'s not a surprise that these big budget failures keep appearing . \nwith that said , you can pretty much predict what my opinion on "" the 13th warrior "" will be . \nthe film is based on the michael crichton "" eaters of the dead "" , in which ahmed ibn fahdlan is banished from his country for looking at a wife of a king . \nafter tarveling for many months , he comes across a gang of norsemen , who are forced to pick 13 men to protect a town from mythical monsters who travel in the fog . \nso , they start picking men , and are left without 1 , thus ahmed is choosen . \nso far it sounds interesting right ? \nnot when all of this takes place in 15 minutes . \nafter that , they basically run around killing . \nthat alone shows how much a script is needed for a film , because once your story is introduced , you have the rest of the film to start developing it . \nobviously that\'s not the case here . \neven if you are going into the film expecting an action packed adventure , you will be disappointed . \nsince all the action takes place in fog , it is constantly hard to see a scene clearly due to those circumstances , and to poor camera work . \ncan\'t the camera men sit still ? \ni\'d like to actually watch a film in focus , but again , they failed to deliver that as well . \nthe film moves on and on until the point , where you can care less about anything but the popcorn you\'re eating . \nwith corny dialogue , that the characters laugh at for some odd reason , a script that goes nowhere , dull action sequences , a predictable ending , and worst of all weak characters , there\'s basically nothing to like here , except for maybe the set designs . \nthat\'s the only thing that honestly caught my interest . \nwhen i heard that john mctiernan , the director , wanted his name kept out of the project , that made me wonder why ? \nwell now i know . \ncrichton\'s greed forced mctiernan to edit his finished product , which led to a big arguement . \nwhat\'s there to argue about anyway ? \nthe film couldn\'t be saved , no matter how much they spent or casted . \nseeing films like the haunting and big daddy making money , i wouldn\'t be surprised to see "" the 13th warrior "" become a hit . \nplease do me a favor and save your money at all costs , or else you will be lost in the fog , like the film itself . \n'",0
"b'the heartbreak kid ( reviewed on aug . 26th/1998 ) \nstarring charles grodin , cybill sheppard , eddie albert \nin "" the heartbreak kid "" , charles grodin plays one of the most unbelievably obnoxious characters i\'ve seen on screen in a long time . \nhe\'s a guy who spends virtually the entire running time of the movie bullshitting his way from one situation to another . \ni doubt he ever expressed any genuine feeling at all during the film . \nas the film opens , he has just gotten married , and is on the way to miami beach for his honeymoon . \nhalfway there , he begins to resent his bride . \nby the time he arrives at his hotel and has met the cybill sheppard character , he is ready to divorce his wife . \nas played by grodin , this character is the type of person that nothing will ever be good enough for him . \nthe phrase "" the grass is always greener on the other side of the fence "" was practically written with him in mind . \nhowever , if he finds something he really wants , he will pursue it for as long as it takes . \nthe only problem is , once he has it , he immediately loses interest . \nthe end of "" the heartbreak kid "" is both hilarious and sad for that very reason . \ncharles grodin is at his smarmy best here , and sheppard is quite appealing as the object of grodin\'s desire . \nhowever , the real scene stealer is jeannie berlin , daughter of director elaine may , as grodin\'s whiny bride . \nshe owns every scene that she\'s in , and makes you almost want to root for what the grodin character is trying to do . \n "" the heartbreak kid "" was written by neil simon and it shows . \nsimon loves to deconstruct and analyze human relationships , and he\'s at the top of his game here . \nas maddeningly obnoxious as the grodin character is , he\'s the type of guy that everyone knows . \nthe character of george costanza on "" seinfeld "" seems to have been modelled after him . \nthe only problem with the film is that it\'s not that funny , and it\'s billed as a comedy . \nas much as i could see the realism in the characters , it would have been nice to have a chuckle here and there . \n "" the heartbreak kid "" is not a date movie . \nit has an extremely negative view of relationships , so seeing it with a girlfriend/boyfriend , could be hazardus to your health . \n'",1
"b'go\'s is a gloriously slick hip machine . \ndirector liman ( who also photographed go ) and screenwriter august celebrate the drug/rave scene in l . a . , preferring to take ( comedic ) snapshots of troubled youth rather than critique them . \nafter more than ninety minutes of pill-popping , tantric sex , car chases , and attempted murder , go even has a happy ending . \nthis is the sort of film that gives members of the dove foundation splitting headaches ; as go wound down , i anticipated an anti-pill-popping-casual-tantric-sex-car-chase-attempted-murder sermon that ( blessedly ) didn\'t arrive . \na la tarantino\'s pulp fiction , go is comprised of three separate but related stories . \nthe basics are as follows : ronna ( polley ) is a bitter grocery store clerk facing eviction who turns to drug dealing for extra dough . \nher co-worker , simon ( the improbably named askew ) , is a clubber from britain ecstatic about his first trip to vegas . \nzack ( mohr ) and adam ( wolf ) are soap opera stars escaping a career-threatening conviction by assisting a peculiar cop ( fichtner ) in a drug bust . \nperhaps because the innovative structure of tarantino\'s non-linear masterwork is by now old hat , the id-fueled go delighted me but rarely surprised me ( with the exception of that mind-reading cat ! ) ; \npulp fiction zigzagged down roads unforeseen , but we see go\'s wheels turning from its first flash frame to the last . \ntorontonian polley ( of the sweet hereafter ) refused to do publicity for this picture on the basis that she was "" not pleased with "" her turn as the ill-fated cashier . \nin go , she delivers , hands-down , her best performance to date . \nhere\'s an ( overrated ) actress who agreed to appear on the poster , but not support her team at the junket or in interviews ; this sort of arrogance is commonplace for ms . polley , as anyone who has read of her political agenda in the canadian press will tell you . \nif she doesn\'t want to be the ingenue of the moment , she should have said "" no , "" not go . \nbut i digress . \ngo is a fun film , so chipperly depraved one can\'t help but turn off his moral judgment for its duration and enjoy the ride . \nin that sense , it\'s a departure from liman\'s last film , swingers , which at least lectured against self-absorption in the form of vince vaughan\'s trent and his subtle comeuppance in the story\'s clever epilogue ( which has been aped by mcdonald\'s for their latest commercial ) . \ni wish i cared more about go\'s characters : like the techno music they listen to , the bands of anarchists on display here are at once absorbing and vacuous . \nwhen the lights came up and stung my eyes , it was difficult to recall what about it entertained me . \nyet entertain me it did . \ngo is light and frothy , featuring compelling if not endearing work by polley , timothy olyphant ( scream 2 ) , and especially fichtner , whose homoerotic behavior is milked for effective laughs . \nfichtner is a character actor best known for playing backstabbers ( in heat , armageddon , and others ) ; his previously untapped comic abilities shine in go . \nunlike much of the film , fichtner is unpredictable . \n'",1
"b'a sensuous romantic comedy , about as appealing as your average lightweight tv sitcom . \nthere is no special ingredient on the menu for what is dished out , its the kind of stuff i\'ve seen before and was made nauseous by its silly idea of love and what it thinks is funny . \nthe film plans to exploit the beauty and sweetness of its delicious star pen ? lope cruz , who plays a brazilian chef with a magical touch for bringing out the spices in her preparations , the aromas just sensually waft from her cooking pot , but who can\'t get by on looks alone in this transparently predictable story . \npen ? lope was wonderful in pedro almod ? var\'s "" all about my mother , "" but here she is so visible in such a stale story , where she can only smile and tease the audience by having us see a constant barrage of cleavage shots as she bends when cooking , that she somehow looks ridiculous , as if she got egg all over her face . \nthe best you can say about her , is that she\'s not to blame for this picture being so off . \nthis exploitation of sex film without even delivering nudity or sex , is in my opinion , worst than a raunchy film that delivers what it says it will . \nthe story is all about the love , motion sickness , and cooking ability of isabella ( cruz ) , who is born in bahia , brazil and learns to cook at an early age from her parents\' cook . \nto cure her motion sickness , her parents tried every remedy , until they went to a spiritualist who prayed to the goddess of the sea for her cure . \nshe is able to control it now as long as she doesn\'t drive a car , ride elevators , follow in dancing , and is the woman on top when making love . \nin other words , she has to be in control of things . \nin her small fishing town she falls in love with a handsome macho latin waiter , toninho oliveira ( murilo ben ? cio ) and marries him . \nthey open up a successful restaurant , where she slaves away in the kitchen but he gets all the credit for it , even though he\'s a loafer . \none night she catches him in bed with another girl and decides to leave for san francisco . \nwe don\'t see her in flight , so i can\'t tell how she handled her motion sickness problem -- unless she flew the plane . \nshe visits her friend\'s apartment monica ( harold perrineau jr . ) , who is a cross-dresser , blending right into the san francisco scene . \nto cast away her love for the irresistible toninho , she calls her spiritualist friend and gets her to cast an irreversible spell , freeing her from ever loving him again . \nher luck changes when a local tv producer cliff ( mark feurerstein ) gets a whiff of her cooking and storms into her cooking class as if were in a spell and presents her with her own live tv cooking show . \nyou can really write the script from here on by yourself . . . as the despondent toninho begins to realize what a good thing he had , but things continue to go bad for him : there is a curse he caused on the fishing in his village , there is no chef to replace his wife , as the restaurant is about to close for good . \nso he comes to san francisco , figuring he can charm her again . \nhe brings along with him his guitar playing musicians , the ones he used when courting her , when he serenaded her under her window . \nhe sees his wife on tv with monica as her sidekick , the yuppie tv producer chasing after her , and sees that she is no longer charmed by him . \nwhen he sneaks on her tv show set and tries to woo her with his musical group and him singing corny love songs to her , the ratings go up and he\'s hired as a regular on the show . \nthe show gets so big , that the network honchos come onboard , taking it national . \nbut they want to change the ethnic flavor of the show , get rid of monica because he\'s a freak , have isabella cook with tabasco instead of the brazilian peppers she uses , and they change her ethnic dresses to low-cut vanna white type of sexy dresses . \ncliff , her would-be boyfriend , acts creepy and sides with the network big-shots , even though he loved everything she did . \nthese tv scenes were not only bad stereotype scenes of tv honchos , they were revolting . \nit was an insult to one\'s intelligence . \ni\'m sure that i\'m not spoiling the ending for anyone , when i tell you that toninho reforms his macho ways and together they cook up a meal that breaks her spell of loving him again . \nif the film wasn\'t terrible enough , monica and cliff act on their attraction for each other and become lovers . \nit was so awkwardly done , that it had no sense of truth or humor to it . \nthis film might as well have been made by the same network guys featured in this film , because it doesn\'t look or feel like an almod ? var film , the type of film it aspired to be , but more like a film that was interferred with from above . \nits more like a futile commercial film that is more annoying than charming and more dull than chic , as it searches for box office heaven . \n'",0
"b'remember back in the mid 1990s when crime and macabre movies were all the rage ? \n "" pulp fiction "" and "" fargo "" both managed to get oscar nominations for the best picture , and not surprisingly , a slew of rip-offs followed in the years thereafter . \nthat fad seems to be over but here comes christopher mcquarrie writing and directing "" the way of the gun "" that at first glance looks like another of those wanna-be\'s but upon closer inspection doesn\'t look like anything comprehendable . \nit\'s a crime story so wrapped up in its own little world it has a claustrophobic atmosphere - a film that won\'t allow the story much room to expand outside its handful of characters and somehow still manages to turn a simple premise into something so complex its ridiculous . \ncomplexity should come as no surprise to anyone who\'s familiar with mcquarrie , he wrote "" the usual suspects , "" which has become a cult favorite despite little critical acclaim . \nthat film had a great story and was well directed but had such an elaborate , confusing screenplay it leaves many viewers scratching their heads after repeated viewings . \nyou have to wonder if mcquarrie really had everything mapped out or if he was going for the hollywood idea that "" if it\'s really confusing and about criminals and cops that makes it fascinating . "" \nwith "" the way of the gun "" mcquarrie seems to be capitalizing on the same idea , but this time the story is far less commercial - a shame because maybe that would have helped . \nthe film tells the story of two drifters with no ambition and barely a reason to live but aren\'t hell-bent on death either ( played by ryan phillipie and benecio del toro ) . \nthey get lucky when they hear about a scheme between a big-shot exec guy and his trophy wife who are going to have a baby through in vitro fertilization . \nthey figure they can kidnap the surrogate mother ( played by juliette lewis ) and get a nice ransom . \nalong the way we continually learn of the shady dealings between the exec , his wife , their hired goons and the "" bag man "" ( played by james caan - the only actor in the film who looks like he knows what he\'s doing ) . \nthe exec is some kind of money launderer so he obviously can\'t call the authorities for help . \nhis goons and the bag man are on the kidnappers\' trail and each make different offers to get the mother back . \nthe exec\'s son is a doctor who also gets pulled into the fray and wants to make sure his patient is all right . \nmeanwhile each of these characters has something hidden up their collective sleeves and the double-crosses , secret love affairs and torrid pasts come as no surprise even though little of it has any relevance at all . \nmcquarrie doesn\'t know the meaning of the word simple . \nhe seems to be more interested in showing us how clever he is than making a good movie . \neverything has to be complicated and confusing , so much so that it\'s to the point of surrealism . \nnothing is what it seems in this reality , it\'s one of those movies where you get dropped right into the middle of the criminal world and are expected to know most of the industry\'s rules and regulations . \nevery scene with caan\'s character exemplifies this perfectly - the kidnappers already know who he is and even chat with him , getting into conversations about "" the business "" and how it works and we\'re hardly given a clue as to what they\'re talking about . \nthese characters are probably supposed to be great criminal sketches but they\'re more like ideas ripped-off from sketches found in david mamet\'s trash . \nno one here really acts like a real person , and the story is even further removed from reality . \nit\'s like a dream without any appeal . \ntake the opening scene for example ; the phillipe and del toro characters are in a parking lot across the street from a bar or a club counting their money and stuff . \nthey sit on a brand-new mercedes and the car alarm goes off , the owner is waiting in line and yells at them to get away from his car but they don\'t move . \nthe guy and his loud-mouth , potty-mouth girlfriend and about 20 other people cross the street and gang up on them . \nyou\'d think phillipe ? and del toro are ? going to pull out guns and scare them away but they don\'t , instead phillipe throws one punch and the two get beat down by a mob . \nthere\'s a lot of things i didn\'t understand about this scene : first of all the owner of the mercedes isn\'t some yuppie or old rich snob , he\'s like a hippie straight out of the 60s . \nsecondly , the two main characters seem to believe that they can actually take on the mob unarmed . \nlastly , it serves no purpose in the long run because later in the film the two are packing more artillery than a small country\'s army . \nif they were suicidal they wouldn\'t have gone on the kidnapping job in the first place ( and where they get all those guns is never explained either ) . \nthere\'s a lot more i could pick apart about this film but that would be an exercise in futility . \nwhat it all comes down to is that nothing here is what it seems - which would be great if this movie were about pretty much any other story than what it is . \nabsolutely none of the characters are likable or believable . \nand it\'s all coated with a thin layer of black comedy which is good for a chuckle here and there but this film is definitely not a flat-out black comedy and its use of such seems like a desperate attempt to kill screen time . \nwith any film you see , whether you like it or not , you can at least understand what the appeal was to it , why someone would want to make it and why someone would want to see it . \ni can\'t say either for "" the way of the gun , "" because it has very little going for it and i can\'t imagine anyone intelligently defending it . \n'",0
"b'life is beautiful is a rare treat : a lighthearted comedy that tackles a very serious subject without committing the sins of being disrespectful , or , even worse , humorless . \nit combines a charming romance with a dash of farce , stirs in a little poignancy , and ends up a very enjoyable movie . \nit\'s an italian film , but don\'t let that discourage you . \nsubtitle-phobes will be missing a wonderful experience . \nlife is beautiful opens as a sweet romantic comedy , with the clownish , but good natured guido ( roberto benigni ) arriving in a rustic italian town to work as a waiter for his uncle . \nthe year is 1939 , and guido literally stumbles into the girl of his dreams , dora ( nicoletta braschi ) . \ntheir romance seems to be picture perfect , with only one stumbling block : she\'s already engaged to another man . \ncan guido overcome the odds and win his girl ? \nwhat do you think ? \nhowever , five years later , things have taken a turn for the worse in italy . \nthe fascists have stepped up their race initiatives , which is bad news for the jewish guido and his new son giosue ( giorgio cantarini ) , who are rounded up and shipped off to a concentration camp . \nunable to protect his boy in any other way , guido attempts to shield his young son from the horrors of the labor camp . \nhe pretends that everything is all an elaborate game , with points awarded for such tasks as hiding , being brave and being very very quiet . \nas you can tell from the description , life is beautiful has two very different tones , but manages to excel at both of them . \nas a romantic comedy , it is sweet and funny . \nas a bittersweet tale of hope amid despair , it is touching . \nroberto benigni\'s work here has been compared with some of the best of chaplin\'s , and it is easy to see why . \nhe is able to run the gamut of comic expression , from slapstick to farce , with a warm-hearted feeling that celebrates his downtrodden hero\'s "" triumph of the underdog "" spirit . \nlife is beautiful treads a thin line when it turns its attentions to the holocaust . \nhowever , it is able to successfully navigate the minefield , without demeaning the gravity of the horrors involved , nor without losing its humorous edge that allows you to smile through the tears . \nwith life is beautiful , benigni has created a triumphant , but bittersweet comedy . \nit\'s quite simply one of the most enjoyable times i\'ve had at the movies this year . \n'",1
